name,GW,position,value,strength_difference,attack_strength_difference,defence_strength_difference,was_home,ict_index_ewma,minutes_ewma,total_points_ewma,total_points
Wesley Fofana,2,DEF,45,1.0,90.0,200.0,0,0.0,0.0,0.0,1
Wesley Fofana,3,DEF,45,1.0,30.0,90.0,1,0.13333333333333333,7.0,0.3333333333333333,0
Wilfried Gnonto,1,MID,55,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,3
Wilfried Gnonto,2,MID,55,-2.0,-240.0,-250.0,0,2.4,66.0,3.0,2
Wilfried Gnonto,3,MID,54,-2.0,-270.0,-120.0,1,1.9666666666666668,65.66666666666667,2.6666666666666665,0
Will Dennis,1,GK,40,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,0
Will Dennis,2,GK,40,0.0,-50.0,100.0,1,0.0,0.0,0.0,0
Will Dennis,3,GK,40,0.0,0.0,100.0,0,0.0,0.0,0.0,0
Will Hughes,1,MID,50,-1.0,-90.0,40.0,0,0.0,0.0,0.0,2
Will Hughes,2,MID,50,0.0,-60.0,-70.0,1,1.5,69.0,2.0,1
Will Hughes,3,MID,50,0.0,-10.0,80.0,0,3.1333333333333333,76.0,1.6666666666666667,2
Will Lankshear,1,FWD,45,1.0,50.0,110.0,1,0.0,0.0,0.0,0
Will Lankshear,2,FWD,45,-1.0,-200.0,0.0,0,0.0,0.0,0.0,0
Will Lankshear,3,FWD,45,0.0,-100.0,0.0,1,0.0,0.0,0.0,0
William Osula,1,FWD,55,1.0,30.0,210.0,0,0.0,0.0,0.0,1
William Osula,2,FWD,55,-1.0,-250.0,-90.0,1,0.7,1.0,1.0,5
William Osula,3,FWD,55,2.0,120.0,270.0,0,2.0666666666666664,5.333333333333333,2.333333333333333,2
William Saliba,1,DEF,60,1.0,250.0,190.0,0,0.0,0.0,0.0,9
William Saliba,2,DEF,60,2.0,250.0,240.0,1,3.2,90.0,9.0,6
William Saliba,3,DEF,61,-1.0,-30.0,10.0,0,2.9000000000000004,90.0,8.0,1
Willy Boly,1,DEF,40,0.0,-140.0,100.0,1,0.0,0.0,0.0,0
Willy Boly,2,DEF,40,0.0,70.0,60.0,0,0.0,0.0,0.0,0
Willy Boly,3,DEF,40,0.0,50.0,80.0,1,0.0,0.0,0.0,0
Wilson Isidor,1,FWD,55,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,5
Wilson Isidor,2,FWD,55,0.0,0.0,0.0,0,5.1,14.0,5.0,1
Wilson Isidor,3,FWD,55,-1.0,-240.0,-30.0,1,3.5333333333333337,18.333333333333336,3.6666666666666674,8
Wilson Odobert,1,MID,55,1.0,50.0,110.0,1,0.0,0.0,0.0,1
Wilson Odobert,2,MID,55,-1.0,-200.0,0.0,0,1.3,10.0,1.0,1
Wilson Odobert,3,MID,54,0.0,-100.0,0.0,1,1.6666666666666667,10.666666666666668,1.0,1
Yang Min-hyeok,1,MID,45,1.0,50.0,110.0,1,0.0,0.0,0.0,0
Yang Min-hyeok,2,MID,45,-1.0,-200.0,0.0,0,0.0,0.0,0.0,0
Yang Min-hyeok,3,MID,45,0.0,-100.0,0.0,1,0.0,0.0,0.0,0
Yankuba Minteh,1,MID,60,0.0,-30.0,80.0,1,0.0,0.0,0.0,3
Yankuba Minteh,2,MID,60,0.0,80.0,70.0,0,1.5,68.0,3.0,2
Yankuba Minteh,3,MID,59,-1.0,-290.0,-40.0,1,3.9333333333333336,75.33333333333334,2.6666666666666665,4
Yasin Ayari,1,MID,50,0.0,-30.0,80.0,1,0.0,0.0,0.0,3
Yasin Ayari,2,MID,50,0.0,80.0,70.0,0,1.2,90.0,3.0,2
Yasin Ayari,3,MID,50,-1.0,-290.0,-40.0,1,1.9,82.0,2.6666666666666665,1
Yasin Özcan,1,DEF,40,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Yasin Özcan,2,DEF,40,0.0,40.0,220.0,0,0.0,0.0,0.0,0
Yasin Özcan,3,DEF,40,0.0,-80.0,10.0,1,0.0,0.0,0.0,0
Yehor Yarmoliuk,1,MID,50,0.0,-100.0,140.0,0,0.0,0.0,0.0,2
Yehor Yarmoliuk,2,MID,50,0.0,-220.0,-40.0,1,2.1,90.0,2.0,5
Yehor Yarmoliuk,3,MID,50,1.0,30.0,240.0,0,2.2333333333333334,86.0,3.0,2
Yerson Mosquera Valdelamar,1,DEF,45,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,0
Yerson Mosquera Valdelamar,2,DEF,45,0.0,-100.0,50.0,0,0.0,0.0,0.0,0
Yerson Mosquera Valdelamar,3,DEF,45,0.0,-10.0,-20.0,1,0.0,0.0,0.0,0
Yoane Wissa,1,FWD,75,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Yoane Wissa,2,FWD,75,0.0,-220.0,-40.0,1,0.0,0.0,0.0,0
Yoane Wissa,3,FWD,75,1.0,30.0,240.0,0,0.0,0.0,0.0,0
Youri Tielemans,1,MID,60,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,3
Youri Tielemans,2,MID,60,0.0,40.0,220.0,0,0.5,90.0,3.0,2
Youri Tielemans,3,MID,60,0.0,-80.0,10.0,1,2.8000000000000003,90.0,2.6666666666666665,2
Youssef Ramalho Chermiti,1,FWD,50,1.0,90.0,40.0,0,0.0,0.0,0.0,0
Youssef Ramalho Chermiti,2,FWD,50,0.0,-70.0,-80.0,1,0.0,0.0,0.0,0
Youssef Ramalho Chermiti,3,FWD,50,0.0,20.0,10.0,0,0.0,0.0,0.0,0
Yunus Emre Konak,1,MID,45,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Yunus Emre Konak,2,MID,45,0.0,-220.0,-40.0,1,0.0,0.0,0.0,0
Yunus Emre Konak,3,MID,45,1.0,30.0,240.0,0,0.0,0.0,0.0,0
Yves Bissouma,1,MID,55,1.0,50.0,110.0,1,0.0,0.0,0.0,0
Yves Bissouma,2,MID,54,-1.0,-200.0,0.0,0,0.0,0.0,0.0,0
Yves Bissouma,3,MID,53,0.0,-100.0,0.0,1,0.0,0.0,0.0,0
Yéremy Pino Santos,3,MID,60,0.0,-10.0,80.0,0,0.0,0.0,0.0,1
Zach Abbott,1,DEF,40,0.0,-140.0,100.0,1,0.0,0.0,0.0,0
Zach Abbott,2,DEF,40,0.0,70.0,60.0,0,0.0,0.0,0.0,0
Zach Abbott,3,DEF,40,0.0,50.0,80.0,1,0.0,0.0,0.0,0
Zach Marsh,1,FWD,45,-1.0,-90.0,40.0,0,0.0,0.0,0.0,0
Zach Marsh,2,FWD,45,0.0,-60.0,-70.0,1,0.0,0.0,0.0,0
Zach Marsh,3,FWD,45,0.0,-10.0,80.0,0,0.0,0.0,0.0,0
Zain Silcott-Duberry,1,MID,45,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,0
Zain Silcott-Duberry,2,MID,45,0.0,-50.0,100.0,1,0.0,0.0,0.0,0
Zain Silcott-Duberry,3,MID,45,0.0,0.0,100.0,0,0.0,0.0,0.0,0
Zak Johnson,1,DEF,40,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Zak Johnson,2,DEF,40,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Zak Johnson,3,DEF,40,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,0
Zeki Amdouni,1,FWD,50,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,0
Zeki Amdouni,2,FWD,50,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Zeki Amdouni,3,FWD,49,-1.0,-50.0,-60.0,0,0.0,0.0,0.0,0
Zian Flemming,1,FWD,55,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,1
Zian Flemming,2,FWD,55,0.0,0.0,0.0,1,0.0,16.0,1.0,1
Zian Flemming,3,FWD,55,-1.0,-50.0,-60.0,0,0.4666666666666666,12.000000000000002,1.0,0
Zépiqueno Redmond,1,FWD,45,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Zépiqueno Redmond,2,FWD,45,0.0,40.0,220.0,0,0.0,0.0,0.0,0
Zépiqueno Redmond,3,FWD,45,0.0,-80.0,10.0,1,0.0,0.0,0.0,0
Álex Moreno Lopera,1,DEF,40,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Álex Moreno Lopera,2,DEF,40,0.0,40.0,220.0,0,0.0,0.0,0.0,0
Álex Moreno Lopera,3,DEF,40,0.0,-80.0,10.0,1,0.0,0.0,0.0,0
Ármin Pécsi,1,GK,40,2.0,90.0,220.0,1,0.0,0.0,0.0,0
Ármin Pécsi,2,GK,40,1.0,90.0,250.0,0,0.0,0.0,0.0,0
Ármin Pécsi,3,GK,40,1.0,-10.0,30.0,1,0.0,0.0,0.0,0
Đorđe Petrović,1,GK,45,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,2
Đorđe Petrović,2,GK,45,0.0,-50.0,100.0,1,4.8,90.0,2.0,6
Đorđe Petrović,3,GK,45,0.0,0.0,100.0,0,3.566666666666667,90.0,3.3333333333333335,5
İlkay Gündoğan,1,MID,65,1.0,130.0,300.0,0,0.0,0.0,0.0,0
İlkay Gündoğan,2,MID,64,1.0,0.0,200.0,1,0.0,0.0,0.0,0
İlkay Gündoğan,3,MID,63,1.0,40.0,290.0,0,0.0,0.0,0.0,0
